text,label
Cephalexin + Fludarabine,Unknown
Cephalexin + Leflunomide,Unknown
Cephalexin + Capecitabine,Unknown
Cephalexin + Paclitaxel,Unknown
Cephalexin + Docetaxel,Unknown
Allopurinol + Vinblastine,Unknown
Propranolol + Tamoxifen,Unknown
Propranolol + Exemestane,Unknown
Clonidine + Tamoxifen,Unknown
Clonidine + Exemestane,Unknown
Clonidine + Docetaxel,Unknown
Enalapril + Tamoxifen,Unknown
Enalapril + Exemestane,Unknown
Doxazosin + Tamoxifen,Unknown
Sulindac + Tamoxifen,Unknown
Bisoprolol + Docetaxel,Unknown
Pregabalin + Imatinib,Unknown
Allopurinol + Imatinib,Unknown
Niacin + Tamoxifen,Unknown
Niacin + Docetaxel,Unknown
Goserelin + Alendronic acid,Unknown
Cyclosporine + Alendronic acid,Unknown
Bortezomib + Alendronic acid,Unknown
Anagrelide + Alendronic acid,Unknown
Carmustine + Alendronic acid,Unknown
Gefitinib + Alendronic acid,Unknown
Vinorelbine + Alendronic acid,Unknown
Sorafenib + Alendronic acid,Unknown
Gemcitabine + Alendronic acid,Unknown
Lenalidomide + Alendronic acid,Unknown
Flutamide + Alendronic acid,Unknown
Cisplatin + Alendronic acid,Unknown
Oxaliplatin + Alendronic acid,Unknown
Erlotinib + Alendronic acid,Unknown
Cyclophosphamide + Alendronic acid,Unknown
Vincristine + Alendronic acid,Unknown
Fluorouracil + Alendronic acid,Unknown
Methotrexate + Alendronic acid,Unknown
Imatinib + Alendronic acid,Unknown
Alendronic acid + Pemetrexed,Unknown
Alendronic acid + Tamoxifen,Unknown
Alendronic acid + Irinotecan,Unknown
Alendronic acid + Etoposide,Unknown
Alendronic acid + Temozolomide,Unknown
Alendronic acid + Sirolimus,Unknown
Alendronic acid + Fulvestrant,Unknown
Alendronic acid + Carboplatin,Unknown
Alendronic acid + Exemestane,Unknown
Alendronic acid + Azathioprine,Unknown
Alendronic acid + Hydroxyurea,Unknown
Alendronic acid + Letrozole,Unknown
Alendronic acid + Mycophenolic acid,Unknown
Alendronic acid + Mercaptopurine,Unknown
Alendronic acid + Thalidomide,Unknown
Alendronic acid + Melphalan,Unknown
Alendronic acid + Fludarabine,Unknown
Alendronic acid + Leflunomide,Unknown
Alendronic acid + Capecitabine,Unknown
Alendronic acid + Bicalutamide,Unknown
Alendronic acid + Arsenic trioxide,Unknown
Alendronic acid + Mitoxantrone,Unknown
Alendronic acid + Anastrozole,Unknown
Alendronic acid + Paclitaxel,Unknown
Alendronic acid + Docetaxel,Unknown
Alendronic acid + Dasatinib,Unknown
Pregabalin + Pemetrexed,Unknown
Leucovorin + Exemestane,Unknown
Leucovorin + Docetaxel,Unknown
Latanoprost + Tamoxifen,Unknown
Trazodone + Exemestane,Unknown
Verapamil + Tamoxifen,Unknown
Verapamil + Exemestane,Unknown
Sumatriptan + Tamoxifen,Unknown
Valsartan + Tamoxifen,Unknown
Pregabalin + Tamoxifen,Unknown
Temazepam + Tamoxifen,Unknown
Topiramate + Tamoxifen,Unknown
Gefitinib + Tamoxifen,Unknown
Vinorelbine + Tamoxifen,Unknown
Timolol + Tamoxifen,Unknown
Zoledronic acid + Tamoxifen,Unknown
Zolpidem + Tamoxifen,Unknown
Entacapone + Tamoxifen,Unknown
Cisplatin + Tamoxifen,Unknown
Vincristine + Tamoxifen,Unknown
Valaciclovir + Tamoxifen,Unknown
Valdecoxib + Tamoxifen,Unknown
Sevelamer + Tamoxifen,Unknown
Tamoxifen + Ibandronate,Unknown
Tamoxifen + Perindopril,Unknown
Tamoxifen + Dacarbazine,Unknown
Tamoxifen + Temozolomide,Unknown
Tamoxifen + Triazolam,Unknown
Tamoxifen + Fulvestrant,Unknown
Tamoxifen + Carboplatin,Unknown
Tamoxifen + Desloratadine,Unknown
Tamoxifen + Ezetimibe,Unknown
Tamoxifen + Exemestane,Unknown
Tamoxifen + Isosorbide mononitrate,Unknown
Tamoxifen + Tolterodine,Unknown
Tamoxifen + Capecitabine,Unknown
Tamoxifen + Dutasteride,Unknown
Tamoxifen + Zopiclone,Unknown
Tamoxifen + Varenicline,Unknown
Tamoxifen + Tiotropium,Unknown
Tamoxifen + Thiotepa,Unknown
Tamoxifen + Losartan,Unknown
Losartan + Exemestane,Unknown
Oxaliplatin + Midazolam,Unknown
Tamoxifen + Furosemide,Unknown
Furosemide + Exemestane,Unknown
Tamoxifen + Nitrofurantoin,Unknown
Nitrofurantoin + Sirolimus,Unknown
Paroxetine + Exemestane,Unknown
Goserelin + Lisinopril,Unknown
Bortezomib + Lisinopril,Unknown
Mitomycin + Lisinopril,Unknown
Gefitinib + Lisinopril,Unknown
Vinorelbine + Lisinopril,Unknown
Sorafenib + Lisinopril,Unknown
Lenalidomide + Lisinopril,Unknown
Cisplatin + Lisinopril,Unknown
Oxaliplatin + Lisinopril,Unknown
Erlotinib + Lisinopril,Unknown
Vincristine + Lisinopril,Unknown
Imatinib + Lisinopril,Unknown
Pemetrexed + Lisinopril,Unknown
Mitotane + Lisinopril,Unknown
Tamoxifen + Lisinopril,Unknown
Lisinopril + Dacarbazine,Unknown
Lisinopril + Temozolomide,Unknown
Lisinopril + Fulvestrant,Unknown
Lisinopril + Carboplatin,Unknown
Lisinopril + Exemestane,Unknown
Lisinopril + Mycophenolic acid,Unknown
Lisinopril + Mercaptopurine,Unknown
Lisinopril + Thalidomide,Unknown
Lisinopril + Melphalan,Unknown
Lisinopril + Capecitabine,Unknown
Lisinopril + Arsenic trioxide,Unknown
Lisinopril + Mitoxantrone,Unknown
Lisinopril + Paclitaxel,Unknown
Lisinopril + Dasatinib,Unknown
Goserelin + Nitroglycerin,Unknown
Bortezomib + Nitroglycerin,Unknown
Gefitinib + Nitroglycerin,Unknown
Vinorelbine + Nitroglycerin,Unknown
Sorafenib + Nitroglycerin,Unknown
Lenalidomide + Nitroglycerin,Unknown
Cisplatin + Nitroglycerin,Unknown
Oxaliplatin + Nitroglycerin,Unknown
Vincristine + Nitroglycerin,Unknown
Imatinib + Nitroglycerin,Unknown
Pemetrexed + Nitroglycerin,Unknown
Tamoxifen + Nitroglycerin,Unknown
Nitroglycerin + Temozolomide,Unknown
Nitroglycerin + Fulvestrant,Unknown
Nitroglycerin + Carboplatin,Unknown
Nitroglycerin + Exemestane,Unknown
Nitroglycerin + Mycophenolic acid,Unknown
Nitroglycerin + Thalidomide,Unknown
Nitroglycerin + Capecitabine,Unknown
Nitroglycerin + Arsenic trioxide,Unknown
Nitroglycerin + Paclitaxel,Unknown
Tamoxifen + Etodolac,Unknown
Pregabalin + Irinotecan,Unknown
Metoprolol + Irinotecan,Unknown
Allopurinol + Irinotecan,Unknown
Oxycodone + Irinotecan,Unknown
Lisinopril + Irinotecan,Unknown
Nitroglycerin + Irinotecan,Unknown
Irinotecan + Propofol,Unknown
Irinotecan + Salmeterol,Unknown
Tramadol + Etoposide,Unknown
Pregabalin + Etoposide,Unknown
Metoprolol + Etoposide,Unknown
Piperacillin + Etoposide,Unknown
Allopurinol + Etoposide,Unknown
Trimethoprim + Etoposide,Unknown
Meperidine + Etoposide,Unknown
Loratadine + Etoposide,Unknown
Fluoxetine + Etoposide,Unknown
Oxycodone + Etoposide,Unknown
Tamoxifen + Etoposide,Unknown
Lisinopril + Etoposide,Unknown
Nitroglycerin + Etoposide,Unknown
Etoposide + Fentanyl,Unknown
Etoposide + Propofol,Unknown
Etoposide + Fexofenadine,Unknown
Etoposide + Hydrochlorothiazide,Unknown
Etoposide + Ibuprofen,Unknown
Bortezomib + Estradiol,Unknown
Gemcitabine + Estradiol,Unknown
Celecoxib + Estradiol,Unknown
Cisplatin + Estradiol,Unknown
Oxaliplatin + Estradiol,Unknown
Cyclophosphamide + Estradiol,Unknown
Fluorouracil + Estradiol,Unknown
Methotrexate + Estradiol,Unknown
Tamoxifen + Estradiol,Unknown
Irinotecan + Estradiol,Unknown
Estradiol + Carboplatin,Unknown
Estradiol + Cytarabine,Unknown
Estradiol + Azathioprine,Unknown
Estradiol + Doxorubicin,Unknown
Estradiol + Mercaptopurine,Unknown
Estradiol + Leflunomide,Unknown
Estradiol + Capecitabine,Unknown
Estradiol + Paclitaxel,Unknown
Estradiol + Docetaxel,Unknown
Goserelin + Naproxen,Unknown
Bortezomib + Naproxen,Unknown
Gefitinib + Naproxen,Unknown
Vinorelbine + Naproxen,Unknown
Sorafenib + Naproxen,Unknown
Gemcitabine + Naproxen,Unknown
Lenalidomide + Naproxen,Unknown
Flutamide + Naproxen,Unknown
Cisplatin + Naproxen,Unknown
Erlotinib + Naproxen,Unknown
Cyclophosphamide + Naproxen,Unknown
Vincristine + Naproxen,Unknown
Fluorouracil + Naproxen,Unknown
Tamoxifen + Naproxen,Unknown
Etoposide + Naproxen,Unknown
Naproxen + Temozolomide,Unknown
Naproxen + Fulvestrant,Unknown
Naproxen + Carboplatin,Unknown
Naproxen + Exemestane,Unknown
Naproxen + Azathioprine,Unknown
Naproxen + Doxorubicin,Unknown
Naproxen + Letrozole,Unknown
Naproxen + Mercaptopurine,Unknown
Naproxen + Thalidomide,Unknown
Naproxen + Fludarabine,Unknown
Naproxen + Capecitabine,Unknown
Naproxen + Bicalutamide,Unknown
Naproxen + Mitoxantrone,Unknown
Naproxen + Anastrozole,Unknown
Naproxen + Paclitaxel,Unknown
Naproxen + Docetaxel,Unknown
Perindopril + Exemestane,Unknown
Tamoxifen + Pentoxifylline,Unknown
Tamoxifen + Indapamide,Unknown
Goserelin + Fentanyl,Unknown
Bortezomib + Fentanyl,Unknown
Bleomycin + Fentanyl,Unknown
Gefitinib + Fentanyl,Unknown
Sorafenib + Fentanyl,Unknown
Gemcitabine + Fentanyl,Unknown
Lenalidomide + Fentanyl,Unknown
Flutamide + Fentanyl,Unknown
Cisplatin + Fentanyl,Unknown
Oxaliplatin + Fentanyl,Unknown
Erlotinib + Fentanyl,Unknown
Vincristine + Fentanyl,Unknown
Fluorouracil + Fentanyl,Unknown
Methotrexate + Fentanyl,Unknown
Vinblastine + Fentanyl,Unknown
Pemetrexed + Fentanyl,Unknown
Tamoxifen + Fentanyl,Unknown
Irinotecan + Fentanyl,Unknown
Fentanyl + Dacarbazine,Unknown
Fentanyl + Temozolomide,Unknown
Fentanyl + Fulvestrant,Unknown
Fentanyl + Carboplatin,Unknown
Fentanyl + Exemestane,Unknown
Fentanyl + Hydroxyurea,Unknown
Fentanyl + Letrozole,Unknown
Fentanyl + Topotecan,Unknown
Fentanyl + Mercaptopurine,Unknown
Fentanyl + Melphalan,Unknown
Fentanyl + Fludarabine,Unknown
Fentanyl + Leflunomide,Unknown
Fentanyl + Capecitabine,Unknown
Fentanyl + Arsenic trioxide,Unknown
Fentanyl + Mitoxantrone,Unknown
Fentanyl + Paclitaxel,Unknown
Tamoxifen + Meloxicam,Unknown
Meloxicam + Exemestane,Unknown
Bortezomib + Propofol,Unknown
Bleomycin + Propofol,Unknown
Cisplatin + Propofol,Unknown
Propofol + Carboplatin,Unknown
Goserelin + Diazepam,Unknown
Mitomycin + Diazepam,Unknown
Gefitinib + Diazepam,Unknown
Vinorelbine + Diazepam,Unknown
Sorafenib + Diazepam,Unknown
Gemcitabine + Diazepam,Unknown
Lenalidomide + Diazepam,Unknown
Cisplatin + Diazepam,Unknown
Oxaliplatin + Diazepam,Unknown
Erlotinib + Diazepam,Unknown
Vincristine + Diazepam,Unknown
Fluorouracil + Diazepam,Unknown
Methotrexate + Diazepam,Unknown
Pemetrexed + Diazepam,Unknown
Tamoxifen + Diazepam,Unknown
Irinotecan + Diazepam,Unknown
Etoposide + Diazepam,Unknown
Diazepam + Dacarbazine,Unknown
Diazepam + Temozolomide,Unknown
Diazepam + Fulvestrant,Unknown
Diazepam + Carboplatin,Unknown
Diazepam + Exemestane,Unknown
Diazepam + Hydroxyurea,Unknown
Diazepam + Letrozole,Unknown
Diazepam + Mercaptopurine,Unknown
Diazepam + Melphalan,Unknown
Diazepam + Fludarabine,Unknown
Diazepam + Leflunomide,Unknown
Diazepam + Capecitabine,Unknown
Diazepam + Arsenic trioxide,Unknown
Diazepam + Mitoxantrone,Unknown
Diazepam + Paclitaxel,Unknown
Diazepam + Docetaxel,Unknown
Tamoxifen + Oxazepam,Unknown
Oxazepam + Exemestane,Unknown
Donepezil + Exemestane,Unknown
Tramadol + Temozolomide,Unknown
Pregabalin + Temozolomide,Unknown
Allopurinol + Temozolomide,Unknown
Trimethoprim + Temozolomide,Unknown
Tramadol + Sirolimus,Unknown
Pregabalin + Sirolimus,Unknown
Allopurinol + Sirolimus,Unknown
Trimethoprim + Sirolimus,Unknown
Duloxetine + Sirolimus,Unknown
Tamoxifen + Quinapril,Unknown
Tamoxifen + Risedronic acid,Unknown
Risedronic acid + Exemestane,Unknown
Tamoxifen + Bumetanide,Unknown
Bumetanide + Docetaxel,Unknown
Triazolam + Exemestane,Unknown
Tamoxifen + Cyclobenzaprine,Unknown
Cyclobenzaprine + Exemestane,Unknown
Cyclobenzaprine + Docetaxel,Unknown
Gefitinib + Salmeterol,Unknown
Vinorelbine + Salmeterol,Unknown
Cisplatin + Salmeterol,Unknown
Vincristine + Salmeterol,Unknown
Pemetrexed + Salmeterol,Unknown
Temozolomide + Salmeterol,Unknown
Salmeterol + Carboplatin,Unknown
Salmeterol + Thalidomide,Unknown
Goserelin + Fexofenadine,Unknown
Bortezomib + Fexofenadine,Unknown
Gefitinib + Fexofenadine,Unknown
Vinorelbine + Fexofenadine,Unknown
Gemcitabine + Fexofenadine,Unknown
Lenalidomide + Fexofenadine,Unknown
Cisplatin + Fexofenadine,Unknown
Oxaliplatin + Fexofenadine,Unknown
Erlotinib + Fexofenadine,Unknown
Vincristine + Fexofenadine,Unknown
Fluorouracil + Fexofenadine,Unknown
Methotrexate + Fexofenadine,Unknown
Imatinib + Fexofenadine,Unknown
Pemetrexed + Fexofenadine,Unknown
Tamoxifen + Fexofenadine,Unknown
Irinotecan + Fexofenadine,Unknown
Temozolomide + Fexofenadine,Unknown
Fexofenadine + Carboplatin,Unknown
Fexofenadine + Exemestane,Unknown
Fexofenadine + Hydroxyurea,Unknown
Fexofenadine + Letrozole,Unknown
Fexofenadine + Mercaptopurine,Unknown
Fexofenadine + Thalidomide,Unknown
Fexofenadine + Leflunomide,Unknown
Fexofenadine + Capecitabine,Unknown
Fexofenadine + Mitoxantrone,Unknown
Fexofenadine + Paclitaxel,Unknown
Pregabalin + Carboplatin,Unknown
Allopurinol + Carboplatin,Unknown
Duloxetine + Carboplatin,Unknown
Carboplatin + Exemestane,Unknown
Amlodipine + Dactinomycin,Unknown
Allopurinol + Dactinomycin,Unknown
Carbamazepine + Dactinomycin,Unknown
Dactinomycin + Docetaxel,Unknown
Tramadol + Cytarabine,Unknown
Pregabalin + Cytarabine,Unknown
Metoprolol + Cytarabine,Unknown
Acetaminophen + Cytarabine,Unknown
Piperacillin + Cytarabine,Unknown
Cetirizine + Cytarabine,Unknown
Amlodipine + Cytarabine,Unknown
Allopurinol + Cytarabine,Unknown
Trimethoprim + Cytarabine,Unknown
Meperidine + Cytarabine,Unknown
Loratadine + Cytarabine,Unknown
Fluoxetine + Cytarabine,Unknown
Duloxetine + Cytarabine,Unknown
Oxycodone + Cytarabine,Unknown
Carbamazepine + Cytarabine,Unknown
Alendronic acid + Cytarabine,Unknown
Midazolam + Cytarabine,Unknown
Lisinopril + Cytarabine,Unknown
Nitroglycerin + Cytarabine,Unknown
Fentanyl + Cytarabine,Unknown
Propofol + Cytarabine,Unknown
Diazepam + Cytarabine,Unknown
Chlorothiazide + Cytarabine,Unknown
Fexofenadine + Cytarabine,Unknown
Cytarabine + Hydrochlorothiazide,Unknown
Cytarabine + Ibuprofen,Unknown
Cytarabine + Cefuroxime,Unknown
Cytarabine + Chlorpheniramine,Unknown
Cytarabine + Cefazolin,Unknown
Pregabalin + Exemestane,Unknown
Zoledronic acid + Exemestane,Unknown
Allopurinol + Exemestane,Unknown
Montelukast + Exemestane,Unknown
Duloxetine + Exemestane,Unknown
Valdecoxib + Exemestane,Unknown
Ibandronate + Exemestane,Unknown
Bimatoprost + Exemestane,Unknown
Fulvestrant + Exemestane,Unknown
Telmisartan + Exemestane,Unknown
Ezetimibe + Exemestane,Unknown
Exemestane + Capecitabine,Unknown
Tramadol + Azathioprine,Unknown
Pregabalin + Azathioprine,Unknown
Metoprolol + Azathioprine,Unknown
Cetirizine + Azathioprine,Unknown
Meperidine + Azathioprine,Unknown
Loratadine + Azathioprine,Unknown
Fluoxetine + Azathioprine,Unknown
Duloxetine + Azathioprine,Unknown
Oxycodone + Azathioprine,Unknown
Ciprofloxacin + Azathioprine,Unknown
Carbamazepine + Azathioprine,Unknown
Cephalexin + Azathioprine,Unknown
Nitroglycerin + Azathioprine,Unknown
Fentanyl + Azathioprine,Unknown
Propofol + Azathioprine,Unknown
Diazepam + Azathioprine,Unknown
Salmeterol + Azathioprine,Unknown
Fexofenadine + Azathioprine,Unknown
Azathioprine + Hydrochlorothiazide,Unknown
Azathioprine + Ibuprofen,Unknown
Azathioprine + Cefuroxime,Unknown
Azathioprine + Ofloxacin,Unknown
Tamoxifen + Gabapentin,Unknown
Exemestane + Gabapentin,Unknown
Pregabalin + Doxorubicin,Unknown
Metoprolol + Doxorubicin,Unknown
Acetaminophen + Doxorubicin,Unknown
Piperacillin + Doxorubicin,Unknown
Cetirizine + Doxorubicin,Unknown
Amlodipine + Doxorubicin,Unknown
Ampicillin + Doxorubicin,Unknown
Methylphenidate + Doxorubicin,Unknown
Allopurinol + Doxorubicin,Unknown
Trimethoprim + Doxorubicin,Unknown
Meperidine + Doxorubicin,Unknown
Loratadine + Doxorubicin,Unknown
Duloxetine + Doxorubicin,Unknown
Oxycodone + Doxorubicin,Unknown
Cephalexin + Doxorubicin,Unknown
Alendronic acid + Doxorubicin,Unknown
Lisinopril + Doxorubicin,Unknown
Nitroglycerin + Doxorubicin,Unknown
Fentanyl + Doxorubicin,Unknown
Diazepam + Doxorubicin,Unknown
Fexofenadine + Doxorubicin,Unknown
Exemestane + Doxorubicin,Unknown
Doxorubicin + Hydrochlorothiazide,Unknown
Doxorubicin + Ibuprofen,Unknown
Doxorubicin + Cefuroxime,Unknown
Doxorubicin + Chlorpheniramine,Unknown
Doxorubicin + Cefazolin,Unknown
Goserelin + Hydrochlorothiazide,Unknown
Bortezomib + Hydrochlorothiazide,Unknown
Gefitinib + Hydrochlorothiazide,Unknown
Vinorelbine + Hydrochlorothiazide,Unknown
Sorafenib + Hydrochlorothiazide,Unknown
Lenalidomide + Hydrochlorothiazide,Unknown
Cisplatin + Hydrochlorothiazide,Unknown
Oxaliplatin + Hydrochlorothiazide,Unknown
Erlotinib + Hydrochlorothiazide,Unknown
Vincristine + Hydrochlorothiazide,Unknown
Imatinib + Hydrochlorothiazide,Unknown
Pemetrexed + Hydrochlorothiazide,Unknown
Tamoxifen + Hydrochlorothiazide,Unknown
Dacarbazine + Hydrochlorothiazide,Unknown
Temozolomide + Hydrochlorothiazide,Unknown
Sirolimus + Hydrochlorothiazide,Unknown
Fulvestrant + Hydrochlorothiazide,Unknown
Carboplatin + Hydrochlorothiazide,Unknown
Exemestane + Hydrochlorothiazide,Unknown
Hydrochlorothiazide + Hydroxyurea,Unknown
Hydrochlorothiazide + Letrozole,Unknown
Hydrochlorothiazide + Mycophenolic acid,Unknown
Hydrochlorothiazide + Mercaptopurine,Unknown
Hydrochlorothiazide + Thalidomide,Unknown
Hydrochlorothiazide + Leflunomide,Unknown
Hydrochlorothiazide + Mitoxantrone,Unknown
Hydrochlorothiazide + Paclitaxel,Unknown
Hydrochlorothiazide + Dasatinib,Unknown
Exemestane + Salbutamol,Unknown
Salbutamol + Docetaxel,Unknown
Pregabalin + Hydroxyurea,Unknown
Metoprolol + Hydroxyurea,Unknown
Methylphenidate + Hydroxyurea,Unknown
Allopurinol + Hydroxyurea,Unknown
Loratadine + Hydroxyurea,Unknown
Duloxetine + Hydroxyurea,Unknown
Oxycodone + Hydroxyurea,Unknown
Lisinopril + Hydroxyurea,Unknown
Nitroglycerin + Hydroxyurea,Unknown
Hydroxyurea + Ibuprofen,Unknown
Tramadol + Letrozole,Unknown
Pregabalin + Letrozole,Unknown
Metoprolol + Letrozole,Unknown
Progesterone + Letrozole,Unknown
Methylphenidate + Letrozole,Unknown
Allopurinol + Letrozole,Unknown
Loratadine + Letrozole,Unknown
Duloxetine + Letrozole,Unknown
Oxycodone + Letrozole,Unknown
Tamoxifen + Letrozole,Unknown
Lisinopril + Letrozole,Unknown
Salmeterol + Letrozole,Unknown
Exemestane + Letrozole,Unknown
Letrozole + Ofloxacin,Unknown
Allopurinol + Busulfan,Unknown
Diazepam + Busulfan,Unknown
Tamoxifen + Ketoprofen,Unknown
Exemestane + Ketoprofen,Unknown
Exemestane + Isosorbide mononitrate,Unknown
Tamoxifen + Irbesartan,Unknown
Exemestane + Irbesartan,Unknown
Allopurinol + Topotecan,Unknown
Exemestane + Tolterodine,Unknown
Exemestane + Fenofibrate,Unknown
Allopurinol + Thalidomide,Unknown
Trimethoprim + Thalidomide,Unknown
Metoprolol + Melphalan,Unknown
Piperacillin + Melphalan,Unknown
Allopurinol + Melphalan,Unknown
Oxycodone + Melphalan,Unknown
Nitroglycerin + Melphalan,Unknown
Tamoxifen + Memantine,Unknown
Goserelin + Ibuprofen,Unknown
Bortezomib + Ibuprofen,Unknown
Gefitinib + Ibuprofen,Unknown
Vinorelbine + Ibuprofen,Unknown
Sorafenib + Ibuprofen,Unknown
Lenalidomide + Ibuprofen,Unknown
Cisplatin + Ibuprofen,Unknown
Erlotinib + Ibuprofen,Unknown
Vincristine + Ibuprofen,Unknown
Tamoxifen + Ibuprofen,Unknown
Irinotecan + Ibuprofen,Unknown
Temozolomide + Ibuprofen,Unknown
Fulvestrant + Ibuprofen,Unknown
Carboplatin + Ibuprofen,Unknown
Exemestane + Ibuprofen,Unknown
Letrozole + Ibuprofen,Unknown
Mercaptopurine + Ibuprofen,Unknown
Thalidomide + Ibuprofen,Unknown
Ibuprofen + Capecitabine,Unknown
Ibuprofen + Ifosfamide,Unknown
Ibuprofen + Mitoxantrone,Unknown
Ibuprofen + Paclitaxel,Unknown
Tamoxifen + Oxybutynin,Unknown
Tamoxifen + Clonazepam,Unknown
Exemestane + Clonazepam,Unknown
Clonazepam + Docetaxel,Unknown
Metoprolol + Fludarabine,Unknown
Piperacillin + Fludarabine,Unknown
Allopurinol + Fludarabine,Unknown
Trimethoprim + Fludarabine,Unknown
Loratadine + Fludarabine,Unknown
Fluoxetine + Fludarabine,Unknown
Oxycodone + Fludarabine,Unknown
Tamoxifen + Fludarabine,Unknown
Lisinopril + Fludarabine,Unknown
Nitroglycerin + Fludarabine,Unknown
Propofol + Fludarabine,Unknown
Hydrochlorothiazide + Fludarabine,Unknown
Ibuprofen + Fludarabine,Unknown
Tamoxifen + Atorvastatin,Unknown
Exemestane + Atorvastatin,Unknown
Tamoxifen + Pilocarpine,Unknown
Tramadol + Leflunomide,Unknown
Pregabalin + Leflunomide,Unknown
Metoprolol + Leflunomide,Unknown
Progesterone + Leflunomide,Unknown
Allopurinol + Leflunomide,Unknown
Trimethoprim + Leflunomide,Unknown
Meperidine + Leflunomide,Unknown
Loratadine + Leflunomide,Unknown
Oxycodone + Leflunomide,Unknown
Midazolam + Leflunomide,Unknown
Nitroglycerin + Leflunomide,Unknown
Propofol + Leflunomide,Unknown
Salmeterol + Leflunomide,Unknown
Leflunomide + Ofloxacin,Unknown
Pregabalin + Capecitabine,Unknown
Allopurinol + Capecitabine,Unknown
Exemestane + Sertraline,Unknown
Cyclosporine + Cefuroxime,Unknown
Bortezomib + Cefuroxime,Unknown
Gefitinib + Cefuroxime,Unknown
Vinorelbine + Cefuroxime,Unknown
Lenalidomide + Cefuroxime,Unknown
Celecoxib + Cefuroxime,Unknown
Cisplatin + Cefuroxime,Unknown
Oxaliplatin + Cefuroxime,Unknown
Cyclophosphamide + Cefuroxime,Unknown
Vincristine + Cefuroxime,Unknown
Fluorouracil + Cefuroxime,Unknown
Methotrexate + Cefuroxime,Unknown
Etoposide + Cefuroxime,Unknown
Dacarbazine + Cefuroxime,Unknown
Sirolimus + Cefuroxime,Unknown
Carboplatin + Cefuroxime,Unknown
Mercaptopurine + Cefuroxime,Unknown
Thalidomide + Cefuroxime,Unknown
Fludarabine + Cefuroxime,Unknown
